"start_time","end_time","o3","flag_o3","o3std","flag_o3std","jd","day","time.dec","time","hour","min","date"
119.083333,119.125,53.2,0,0.7,0,119,2018-04-30,0.0833329999999961,120.009519999994,2,0,2018-04-30 02:00:00
119.125,119.166667,50.6,0,1.2,0,119,2018-04-30,0.125,180.01,3,0,2018-04-30 03:00:00
119.166667,119.208333,49.8,0,1.6,0,119,2018-04-30,0.166667000000004,240.010480000006,4,0,2018-04-30 04:00:00
119.208333,119.25,52.7,0,1.2,0,119,2018-04-30,0.208332999999996,300.009519999994,5,0,2018-04-30 05:00:00
119.25,119.291667,56.9,0,1.8,0,119,2018-04-30,0.25,360.01,6,0,2018-04-30 06:00:00
119.291667,119.333333,53.9,0,0.7,0,119,2018-04-30,0.291667000000004,420.010480000006,7,0,2018-04-30 07:00:00
119.333333,119.375,53.2,0,0.8,0,119,2018-04-30,0.333332999999996,480.009519999994,8,0,2018-04-30 08:00:00
119.375,119.416667,51.1,0,1.1,0,119,2018-04-30,0.375,540.01,9,0,2018-04-30 09:00:00
119.416667,119.458333,50.8,0,1.1,0,119,2018-04-30,0.416667000000004,600.010480000006,10,0,2018-04-30 10:00:00
119.458333,119.5,51.7,0,1,0,119,2018-04-30,0.458332999999996,660.009519999994,11,0,2018-04-30 11:00:00
119.5,119.541667,51.3,0,1.4,0,119,2018-04-30,0.5,720.01,12,0,2018-04-30 12:00:00
119.541667,119.583333,52.4,0.39,1.5,0.39,119,2018-04-30,0.541667000000004,780.010480000006,13,0,2018-04-30 13:00:00
119.583333,119.625,52.3,0,1.1,0,119,2018-04-30,0.583332999999996,840.009519999994,14,0,2018-04-30 14:00:00
119.625,119.666667,50.8,0,1,0,119,2018-04-30,0.625,900.01,15,0,2018-04-30 15:00:00
119.666667,119.708333,49.8,0,1,0,119,2018-04-30,0.666667000000004,960.010480000006,16,0,2018-04-30 16:00:00
119.708333,119.75,49.5,0,2.3,0,119,2018-04-30,0.708332999999996,1020.00951999999,17,0,2018-04-30 17:00:00
119.75,119.791667,49.1,0,1.2,0,119,2018-04-30,0.75,1080.01,18,0,2018-04-30 18:00:00
119.791667,119.833333,47.3,0,1.7,0,119,2018-04-30,0.791667000000004,1140.01048000001,19,0,2018-04-30 19:00:00
119.833333,119.875,47.8,0,2.7,0,119,2018-04-30,0.833332999999996,1200.00951999999,20,0,2018-04-30 20:00:00
119.875,119.916667,51.2,0,0.9,0,119,2018-04-30,0.875,1260.01,21,0,2018-04-30 21:00:00
119.916667,119.958333,51.9,0,0.7,0,119,2018-04-30,0.916667000000004,1320.01048000001,22,0,2018-04-30 22:00:00
119.958333,120,51,0.39,1.4,0.39,119,2018-04-30,0.958332999999996,1380.00951999999,23,0,2018-04-30 23:00:00
120,120.041667,51.7,0,0.9,0,120,2018-05-01,0,0.01,0,0,2018-05-01 00:00:00
120.041667,120.083333,53.4,0,0.4,0,120,2018-05-01,0.0416670000000039,60.0104800000056,1,0,2018-05-01 01:00:00
120.083333,120.125,52.6,0,0.6,0,120,2018-05-01,0.0833329999999961,120.009519999994,2,0,2018-05-01 02:00:00
120.125,120.166667,54,0,0.9,0,120,2018-05-01,0.125,180.01,3,0,2018-05-01 03:00:00
120.166667,120.208333,53.5,0,1.4,0,120,2018-05-01,0.166667000000004,240.010480000006,4,0,2018-05-01 04:00:00
120.208333,120.25,52.4,0,1.4,0,120,2018-05-01,0.208332999999996,300.009519999994,5,0,2018-05-01 05:00:00
120.25,120.291667,49.8,0,2.2,0,120,2018-05-01,0.25,360.01,6,0,2018-05-01 06:00:00
120.291667,120.333333,46.7,0,0.8,0,120,2018-05-01,0.291667000000004,420.010480000006,7,0,2018-05-01 07:00:00
120.333333,120.375,46.5,0,1.2,0,120,2018-05-01,0.333332999999996,480.009519999994,8,0,2018-05-01 08:00:00
120.375,120.416667,44.8,0,1.1,0,120,2018-05-01,0.375,540.01,9,0,2018-05-01 09:00:00
120.416667,120.458333,48.9,0,1.7,0,120,2018-05-01,0.416667000000004,600.010480000006,10,0,2018-05-01 10:00:00
120.458333,120.5,47.9,0,1.3,0,120,2018-05-01,0.458332999999996,660.009519999994,11,0,2018-05-01 11:00:00
120.5,120.541667,44.8,0,1.8,0,120,2018-05-01,0.5,720.01,12,0,2018-05-01 12:00:00
120.541667,120.583333,43.8,0,1,0,120,2018-05-01,0.541667000000004,780.010480000006,13,0,2018-05-01 13:00:00
120.583333,120.625,41.4,0,1.6,0,120,2018-05-01,0.583332999999996,840.009519999994,14,0,2018-05-01 14:00:00
120.625,120.666667,43,0,1,0,120,2018-05-01,0.625,900.01,15,0,2018-05-01 15:00:00
120.666667,120.708333,43.7,0,0.8,0,120,2018-05-01,0.666667000000004,960.010480000006,16,0,2018-05-01 16:00:00
120.708333,120.75,44.7,0,0.5,0,120,2018-05-01,0.708332999999996,1020.00951999999,17,0,2018-05-01 17:00:00
120.75,120.791667,44.9,0,0.6,0,120,2018-05-01,0.75,1080.01,18,0,2018-05-01 18:00:00
120.791667,120.833333,46.7,0,0.7,0,120,2018-05-01,0.791667000000004,1140.01048000001,19,0,2018-05-01 19:00:00
120.833333,120.875,47.8,0,0.3,0,120,2018-05-01,0.833332999999996,1200.00951999999,20,0,2018-05-01 20:00:00
120.875,120.916667,47.6,0,0.5,0,120,2018-05-01,0.875,1260.01,21,0,2018-05-01 21:00:00
120.916667,120.958333,50.4,0,1.5,0,120,2018-05-01,0.916667000000004,1320.01048000001,22,0,2018-05-01 22:00:00
120.958333,121,50.8,0,0.8,0,120,2018-05-01,0.958332999999996,1380.00951999999,23,0,2018-05-01 23:00:00
121,121.041667,48.6,0.39,0.6,0.39,121,2018-05-02,0,0.01,0,0,2018-05-02 00:00:00
121.041667,121.083333,48.2,0,0.5,0,121,2018-05-02,0.0416670000000039,60.0104800000056,1,0,2018-05-02 01:00:00
121.083333,121.125,46.3,0,1.5,0,121,2018-05-02,0.0833329999999961,120.009519999994,2,0,2018-05-02 02:00:00
121.125,121.166667,47.1,0,1.2,0,121,2018-05-02,0.125,180.01,3,0,2018-05-02 03:00:00
121.166667,121.208333,47.4,0,0.7,0,121,2018-05-02,0.166667000000004,240.010480000006,4,0,2018-05-02 04:00:00
121.208333,121.25,47.8,0,1.4,0,121,2018-05-02,0.208332999999996,300.009519999994,5,0,2018-05-02 05:00:00
121.25,121.291667,48.1,0,2.1,0,121,2018-05-02,0.25,360.01,6,0,2018-05-02 06:00:00
121.291667,121.333333,50.2,0,1.8,0,121,2018-05-02,0.291667000000004,420.010480000006,7,0,2018-05-02 07:00:00
121.333333,121.375,50.2,0,1.3,0,121,2018-05-02,0.333332999999996,480.009519999994,8,0,2018-05-02 08:00:00
121.375,121.416667,51.7,0,0.7,0,121,2018-05-02,0.375,540.01,9,0,2018-05-02 09:00:00
121.416667,121.458333,52.9,0,0.4,0,121,2018-05-02,0.416667000000004,600.010480000006,10,0,2018-05-02 10:00:00
121.458333,121.5,53.5,0,0.6,0,121,2018-05-02,0.458332999999996,660.009519999994,11,0,2018-05-02 11:00:00
121.5,121.541667,52.8,0,0.7,0,121,2018-05-02,0.5,720.01,12,0,2018-05-02 12:00:00
121.541667,121.583333,51,0,0.6,0,121,2018-05-02,0.541667000000004,780.010480000006,13,0,2018-05-02 13:00:00
121.583333,121.625,50.6,0,0.7,0,121,2018-05-02,0.583332999999996,840.009519999994,14,0,2018-05-02 14:00:00
121.625,121.666667,52.5,0,1.3,0,121,2018-05-02,0.625,900.01,15,0,2018-05-02 15:00:00
121.666667,121.708333,53.5,0,0.8,0,121,2018-05-02,0.666667000000004,960.010480000006,16,0,2018-05-02 16:00:00
121.708333,121.75,53.4,0,0.4,0,121,2018-05-02,0.708332999999996,1020.00951999999,17,0,2018-05-02 17:00:00
121.75,121.791667,53.8,0,0.4,0,121,2018-05-02,0.75,1080.01,18,0,2018-05-02 18:00:00
121.791667,121.833333,53.9,0,0.4,0,121,2018-05-02,0.791667000000004,1140.01048000001,19,0,2018-05-02 19:00:00
121.833333,121.875,54.4,0,0.7,0,121,2018-05-02,0.833332999999996,1200.00951999999,20,0,2018-05-02 20:00:00
121.875,121.916667,55.2,0,0.4,0,121,2018-05-02,0.875,1260.01,21,0,2018-05-02 21:00:00
121.916667,121.958333,55.1,0,0.3,0,121,2018-05-02,0.916667000000004,1320.01048000001,22,0,2018-05-02 22:00:00
121.958333,122,56.2,0.39,0.6,0.39,121,2018-05-02,0.958332999999996,1380.00951999999,23,0,2018-05-02 23:00:00
122,122.041667,56.9,0,0.4,0,122,2018-05-03,0,0.01,0,0,2018-05-03 00:00:00
122.041667,122.083333,55.4,0,1,0,122,2018-05-03,0.0416670000000039,60.0104800000056,1,0,2018-05-03 01:00:00
122.083333,122.125,53.4,0,0.6,0,122,2018-05-03,0.0833329999999961,120.009519999994,2,0,2018-05-03 02:00:00
122.125,122.166667,53.2,0.39,1.1,0.39,122,2018-05-03,0.125,180.01,3,0,2018-05-03 03:00:00
122.166667,122.208333,53.1,0,1,0,122,2018-05-03,0.166667000000004,240.010480000006,4,0,2018-05-03 04:00:00
122.208333,122.25,53.9,0.39,0.9,0.39,122,2018-05-03,0.208332999999996,300.009519999994,5,0,2018-05-03 05:00:00
122.25,122.291667,54.3,0,0.4,0,122,2018-05-03,0.25,360.01,6,0,2018-05-03 06:00:00
122.291667,122.333333,53.7,0,0.7,0,122,2018-05-03,0.291667000000004,420.010480000006,7,0,2018-05-03 07:00:00
122.333333,122.375,52.1,0,0.6,0,122,2018-05-03,0.333332999999996,480.009519999994,8,0,2018-05-03 08:00:00
122.375,122.416667,51.2,0,0.5,0,122,2018-05-03,0.375,540.01,9,0,2018-05-03 09:00:00
122.416667,122.458333,49.1,0,1.2,0,122,2018-05-03,0.416667000000004,600.010480000006,10,0,2018-05-03 10:00:00
122.458333,122.5,48.2,0,1,0,122,2018-05-03,0.458332999999996,660.009519999994,11,0,2018-05-03 11:00:00
122.5,122.541667,44.5,0,1.5,0,122,2018-05-03,0.5,720.01,12,0,2018-05-03 12:00:00
122.541667,122.583333,45.3,0,1.6,0,122,2018-05-03,0.541667000000004,780.010480000006,13,0,2018-05-03 13:00:00
122.583333,122.625,47.2,0,1.4,0,122,2018-05-03,0.583332999999996,840.009519999994,14,0,2018-05-03 14:00:00
122.625,122.666667,48.9,0,1.6,0,122,2018-05-03,0.625,900.01,15,0,2018-05-03 15:00:00
122.666667,122.708333,49.5,0,1.4,0,122,2018-05-03,0.666667000000004,960.010480000006,16,0,2018-05-03 16:00:00
122.708333,122.75,49,0,1.4,0,122,2018-05-03,0.708332999999996,1020.00951999999,17,0,2018-05-03 17:00:00
122.75,122.791667,51,0,1.4,0,122,2018-05-03,0.75,1080.01,18,0,2018-05-03 18:00:00
122.791667,122.833333,49.9,0,1.2,0,122,2018-05-03,0.791667000000004,1140.01048000001,19,0,2018-05-03 19:00:00
122.833333,122.875,51.9,0,1.9,0,122,2018-05-03,0.833332999999996,1200.00951999999,20,0,2018-05-03 20:00:00
122.875,122.916667,54.9,0,1.1,0,122,2018-05-03,0.875,1260.01,21,0,2018-05-03 21:00:00
122.916667,122.958333,55.2,0,1.1,0,122,2018-05-03,0.916667000000004,1320.01048000001,22,0,2018-05-03 22:00:00
122.958333,123,54.6,0,1,0,122,2018-05-03,0.958332999999996,1380.00951999999,23,0,2018-05-03 23:00:00
123,123.041667,56.2,0,0.8,0,123,2018-05-04,0,0.01,0,0,2018-05-04 00:00:00
123.041667,123.083333,56.8,0,0.8,0,123,2018-05-04,0.0416670000000039,60.0104800000056,1,0,2018-05-04 01:00:00
123.083333,123.125,55.7,0,0.6,0,123,2018-05-04,0.0833329999999961,120.009519999994,2,0,2018-05-04 02:00:00
123.125,123.166667,55.7,0,0.5,0,123,2018-05-04,0.125,180.01,3,0,2018-05-04 03:00:00
123.166667,123.208333,55.1,0,0.5,0,123,2018-05-04,0.166667000000004,240.010480000006,4,0,2018-05-04 04:00:00
123.208333,123.25,54.4,0,0.6,0,123,2018-05-04,0.208332999999996,300.009519999994,5,0,2018-05-04 05:00:00
123.25,123.291667,53.8,0,0.6,0,123,2018-05-04,0.25,360.01,6,0,2018-05-04 06:00:00
123.291667,123.333333,53.2,0,0.6,0,123,2018-05-04,0.291667000000004,420.010480000006,7,0,2018-05-04 07:00:00
123.333333,123.375,53.1,0,0.5,0,123,2018-05-04,0.333332999999996,480.009519999994,8,0,2018-05-04 08:00:00
123.375,123.416667,52.3,0,0.6,0,123,2018-05-04,0.375,540.01,9,0,2018-05-04 09:00:00
123.416667,123.458333,50.6,0,1,0,123,2018-05-04,0.416667000000004,600.010480000006,10,0,2018-05-04 10:00:00
123.458333,123.5,50.9,0,0.8,0,123,2018-05-04,0.458332999999996,660.009519999994,11,0,2018-05-04 11:00:00
123.5,123.541667,50.9,0,0.6,0,123,2018-05-04,0.5,720.01,12,0,2018-05-04 12:00:00
123.541667,123.583333,51.6,0,0.6,0,123,2018-05-04,0.541667000000004,780.010480000006,13,0,2018-05-04 13:00:00
123.583333,123.625,49.8,0,1.3,0,123,2018-05-04,0.583332999999996,840.009519999994,14,0,2018-05-04 14:00:00
123.625,123.666667,49.4,0,1.3,0,123,2018-05-04,0.625,900.01,15,0,2018-05-04 15:00:00
123.666667,123.708333,49.7,0,1.6,0,123,2018-05-04,0.666667000000004,960.010480000006,16,0,2018-05-04 16:00:00
123.708333,123.75,50.5,0,1.1,0,123,2018-05-04,0.708332999999996,1020.00951999999,17,0,2018-05-04 17:00:00
123.75,123.791667,51.9,0,0.5,0,123,2018-05-04,0.75,1080.01,18,0,2018-05-04 18:00:00
123.791667,123.833333,53.1,0,0.9,0,123,2018-05-04,0.791667000000004,1140.01048000001,19,0,2018-05-04 19:00:00
123.833333,123.875,54.3,0,0.6,0,123,2018-05-04,0.833332999999996,1200.00951999999,20,0,2018-05-04 20:00:00
123.875,123.916667,55.9,0,0.6,0,123,2018-05-04,0.875,1260.01,21,0,2018-05-04 21:00:00
123.916667,123.958333,56.7,0,0.8,0,123,2018-05-04,0.916667000000004,1320.01048000001,22,0,2018-05-04 22:00:00
123.958333,124,58.3,0,0.6,0,123,2018-05-04,0.958332999999996,1380.00951999999,23,0,2018-05-04 23:00:00
124,124.041667,58.9,0,0.8,0,124,2018-05-05,0,0.01,0,0,2018-05-05 00:00:00
124.041667,124.083333,57.1,0,1,0,124,2018-05-05,0.0416670000000039,60.0104800000056,1,0,2018-05-05 01:00:00
124.083333,124.125,54.9,0,1.7,0,124,2018-05-05,0.0833329999999961,120.009519999994,2,0,2018-05-05 02:00:00
124.125,124.166667,53.7,0,1.5,0,124,2018-05-05,0.125,180.01,3,0,2018-05-05 03:00:00
124.166667,124.208333,50.5,0,0.8,0,124,2018-05-05,0.166667000000004,240.010480000006,4,0,2018-05-05 04:00:00
124.208333,124.25,48.9,0,0.5,0,124,2018-05-05,0.208332999999996,300.009519999994,5,0,2018-05-05 05:00:00
124.25,124.291667,49.5,0,0.9,0,124,2018-05-05,0.25,360.01,6,0,2018-05-05 06:00:00
124.291667,124.333333,50.5,0,1.3,0,124,2018-05-05,0.291667000000004,420.010480000006,7,0,2018-05-05 07:00:00
124.333333,124.375,50.3,0,0.8,0,124,2018-05-05,0.333332999999996,480.009519999994,8,0,2018-05-05 08:00:00
124.375,124.416667,50,0,0.9,0,124,2018-05-05,0.375,540.01,9,0,2018-05-05 09:00:00
124.416667,124.458333,48.4,0,0.6,0,124,2018-05-05,0.416667000000004,600.010480000006,10,0,2018-05-05 10:00:00
124.458333,124.5,47.4,0.39,0.4,0.39,124,2018-05-05,0.458332999999996,660.009519999994,11,0,2018-05-05 11:00:00
124.5,124.541667,47.2,0,0.8,0,124,2018-05-05,0.5,720.01,12,0,2018-05-05 12:00:00
124.541667,124.583333,46.3,0,1,0,124,2018-05-05,0.541667000000004,780.010480000006,13,0,2018-05-05 13:00:00
124.583333,124.625,46.5,0,0.9,0,124,2018-05-05,0.583332999999996,840.009519999994,14,0,2018-05-05 14:00:00
124.625,124.666667,46.3,0,0.7,0,124,2018-05-05,0.625,900.01,15,0,2018-05-05 15:00:00
124.666667,124.708333,46.4,0,1.1,0,124,2018-05-05,0.666667000000004,960.010480000006,16,0,2018-05-05 16:00:00
124.708333,124.75,47.5,0,0.6,0,124,2018-05-05,0.708332999999996,1020.00951999999,17,0,2018-05-05 17:00:00
124.75,124.791667,46.7,0,0.8,0,124,2018-05-05,0.75,1080.01,18,0,2018-05-05 18:00:00
124.791667,124.833333,46.3,0,0.7,0,124,2018-05-05,0.791667000000004,1140.01048000001,19,0,2018-05-05 19:00:00
124.833333,124.875,46.7,0,1.1,0,124,2018-05-05,0.833332999999996,1200.00951999999,20,0,2018-05-05 20:00:00
124.875,124.916667,48.5,0,1.7,0,124,2018-05-05,0.875,1260.01,21,0,2018-05-05 21:00:00
124.916667,124.958333,49,0,1.1,0,124,2018-05-05,0.916667000000004,1320.01048000001,22,0,2018-05-05 22:00:00
124.958333,125,49.4,0,0.8,0,124,2018-05-05,0.958332999999996,1380.00951999999,23,0,2018-05-05 23:00:00
125,125.041667,50.5,0,1.3,0,125,2018-05-06,0,0.01,0,0,2018-05-06 00:00:00
125.041667,125.083333,53.3,0,0.8,0,125,2018-05-06,0.0416670000000039,60.0104800000056,1,0,2018-05-06 01:00:00
125.083333,125.125,53.3,0,0.8,0,125,2018-05-06,0.0833329999999961,120.009519999994,2,0,2018-05-06 02:00:00
125.125,125.166667,53.6,0,1.2,0,125,2018-05-06,0.125,180.01,3,0,2018-05-06 03:00:00
125.166667,125.208333,52.4,0,0.8,0,125,2018-05-06,0.166667000000004,240.010480000006,4,0,2018-05-06 04:00:00
125.208333,125.25,54.8,0,1.4,0,125,2018-05-06,0.208332999999996,300.009519999994,5,0,2018-05-06 05:00:00
125.25,125.291667,51.2,0,3.2,0,125,2018-05-06,0.25,360.01,6,0,2018-05-06 06:00:00
125.291667,125.333333,48.2,0,1.4,0,125,2018-05-06,0.291667000000004,420.010480000006,7,0,2018-05-06 07:00:00
125.333333,125.375,45.7,0,1.6,0,125,2018-05-06,0.333332999999996,480.009519999994,8,0,2018-05-06 08:00:00
125.375,125.416667,46.2,0,1.4,0,125,2018-05-06,0.375,540.01,9,0,2018-05-06 09:00:00
125.416667,125.458333,46.3,0,0.8,0,125,2018-05-06,0.416667000000004,600.010480000006,10,0,2018-05-06 10:00:00
125.458333,125.5,45.3,0,0.9,0,125,2018-05-06,0.458332999999996,660.009519999994,11,0,2018-05-06 11:00:00
125.5,125.541667,44.1,0,0.8,0,125,2018-05-06,0.5,720.01,12,0,2018-05-06 12:00:00
125.541667,125.583333,43.1,0,1.1,0,125,2018-05-06,0.541667000000004,780.010480000006,13,0,2018-05-06 13:00:00
125.583333,125.625,41.6,0,1.2,0,125,2018-05-06,0.583332999999996,840.009519999994,14,0,2018-05-06 14:00:00
125.625,125.666667,9999.9,0.999,9999.9,0.999,125,2018-05-06,0.625,900.01,15,0,2018-05-06 15:00:00
125.666667,125.708333,9999.9,0.999,9999.9,0.999,125,2018-05-06,0.666667000000004,960.010480000006,16,0,2018-05-06 16:00:00
125.708333,125.75,9999.9,0.999,9999.9,0.999,125,2018-05-06,0.708332999999996,1020.00951999999,17,0,2018-05-06 17:00:00
125.75,125.791667,9999.9,0.999,9999.9,0.999,125,2018-05-06,0.75,1080.01,18,0,2018-05-06 18:00:00
125.791667,125.833333,9999.9,0.999,9999.9,0.999,125,2018-05-06,0.791667000000004,1140.01048000001,19,0,2018-05-06 19:00:00
125.833333,125.875,9999.9,0.999,9999.9,0.999,125,2018-05-06,0.833332999999996,1200.00951999999,20,0,2018-05-06 20:00:00
125.875,125.916667,9999.9,0.999,9999.9,0.999,125,2018-05-06,0.875,1260.01,21,0,2018-05-06 21:00:00
125.916667,125.958333,9999.9,0.999,9999.9,0.999,125,2018-05-06,0.916667000000004,1320.01048000001,22,0,2018-05-06 22:00:00
125.958333,126,9999.9,0.999,9999.9,0.999,125,2018-05-06,0.958332999999996,1380.00951999999,23,0,2018-05-06 23:00:00
126,126.041667,9999.9,0.999,9999.9,0.999,126,2018-05-07,0,0.01,0,0,2018-05-07 00:00:00
126.041667,126.083333,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.0416670000000039,60.0104800000056,1,0,2018-05-07 01:00:00
126.083333,126.125,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.0833329999999961,120.009519999994,2,0,2018-05-07 02:00:00
126.125,126.166667,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.125,180.01,3,0,2018-05-07 03:00:00
126.166667,126.208333,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.166667000000004,240.010480000006,4,0,2018-05-07 04:00:00
126.208333,126.25,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.208332999999996,300.009519999994,5,0,2018-05-07 05:00:00
126.25,126.291667,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.25,360.01,6,0,2018-05-07 06:00:00
126.291667,126.333333,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.291667000000004,420.010480000006,7,0,2018-05-07 07:00:00
126.333333,126.375,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.333332999999996,480.009519999994,8,0,2018-05-07 08:00:00
126.375,126.416667,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.375,540.01,9,0,2018-05-07 09:00:00
126.416667,126.458333,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.416667000000004,600.010480000006,10,0,2018-05-07 10:00:00
126.458333,126.5,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.458332999999996,660.009519999994,11,0,2018-05-07 11:00:00
126.5,126.541667,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.5,720.01,12,0,2018-05-07 12:00:00
126.541667,126.583333,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.541667000000004,780.010480000006,13,0,2018-05-07 13:00:00
126.583333,126.625,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.583332999999996,840.009519999994,14,0,2018-05-07 14:00:00
126.625,126.666667,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.625,900.01,15,0,2018-05-07 15:00:00
126.666667,126.708333,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.666667000000004,960.010480000006,16,0,2018-05-07 16:00:00
126.708333,126.75,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.708332999999996,1020.00951999999,17,0,2018-05-07 17:00:00
126.75,126.791667,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.75,1080.01,18,0,2018-05-07 18:00:00
126.791667,126.833333,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.791667000000004,1140.01048000001,19,0,2018-05-07 19:00:00
126.833333,126.875,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.833332999999996,1200.00951999999,20,0,2018-05-07 20:00:00
126.875,126.916667,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.875,1260.01,21,0,2018-05-07 21:00:00
126.916667,126.958333,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.916667000000004,1320.01048000001,22,0,2018-05-07 22:00:00
126.958333,127,9999.9,0.999,9999.9,0.999,126,2018-05-07,0.958332999999996,1380.00951999999,23,0,2018-05-07 23:00:00
127,127.041667,9999.9,0.999,9999.9,0.999,127,2018-05-08,0,0.01,0,0,2018-05-08 00:00:00
127.041667,127.083333,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.0416670000000039,60.0104800000056,1,0,2018-05-08 01:00:00
127.083333,127.125,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.0833329999999961,120.009519999994,2,0,2018-05-08 02:00:00
127.125,127.166667,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.125,180.01,3,0,2018-05-08 03:00:00
127.166667,127.208333,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.166667000000004,240.010480000006,4,0,2018-05-08 04:00:00
127.208333,127.25,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.208332999999996,300.009519999994,5,0,2018-05-08 05:00:00
127.25,127.291667,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.25,360.01,6,0,2018-05-08 06:00:00
127.291667,127.333333,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.291667000000004,420.010480000006,7,0,2018-05-08 07:00:00
127.333333,127.375,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.333332999999996,480.009519999994,8,0,2018-05-08 08:00:00
127.375,127.416667,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.375,540.01,9,0,2018-05-08 09:00:00
127.416667,127.458333,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.416667000000004,600.010480000006,10,0,2018-05-08 10:00:00
127.458333,127.5,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.458332999999996,660.009519999994,11,0,2018-05-08 11:00:00
127.5,127.541667,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.5,720.01,12,0,2018-05-08 12:00:00
127.541667,127.583333,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.541667000000004,780.010480000006,13,0,2018-05-08 13:00:00
127.583333,127.625,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.583332999999996,840.009519999994,14,0,2018-05-08 14:00:00
127.625,127.666667,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.625,900.01,15,0,2018-05-08 15:00:00
127.666667,127.708333,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.666667000000004,960.010480000006,16,0,2018-05-08 16:00:00
127.708333,127.75,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.708332999999996,1020.00951999999,17,0,2018-05-08 17:00:00
127.75,127.791667,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.75,1080.01,18,0,2018-05-08 18:00:00
127.791667,127.833333,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.791667000000004,1140.01048000001,19,0,2018-05-08 19:00:00
127.833333,127.875,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.833332999999996,1200.00951999999,20,0,2018-05-08 20:00:00
127.875,127.916667,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.875,1260.01,21,0,2018-05-08 21:00:00
127.916667,127.958333,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.916667000000004,1320.01048000001,22,0,2018-05-08 22:00:00
127.958333,128,9999.9,0.999,9999.9,0.999,127,2018-05-08,0.958332999999996,1380.00951999999,23,0,2018-05-08 23:00:00
128,128.041667,9999.9,0.999,9999.9,0.999,128,2018-05-09,0,0.01,0,0,2018-05-09 00:00:00
128.041667,128.083333,9999.9,0.999,9999.9,0.999,128,2018-05-09,0.0416669999999897,60.0104799999851,1,0,2018-05-09 01:00:00
128.083333,128.125,9999.9,0.999,9999.9,0.999,128,2018-05-09,0.0833330000000103,120.009520000015,2,0,2018-05-09 02:00:00
128.125,128.166667,9999.9,0.999,9999.9,0.999,128,2018-05-09,0.125,180.01,3,0,2018-05-09 03:00:00
128.166667,128.208333,9999.9,0.999,9999.9,0.999,128,2018-05-09,0.16666699999999,240.010479999985,4,0,2018-05-09 04:00:00
128.208333,128.25,9999.9,0.999,9999.9,0.999,128,2018-05-09,0.20833300000001,300.009520000015,5,0,2018-05-09 05:00:00
128.25,128.291667,9999.9,0.999,9999.9,0.999,128,2018-05-09,0.25,360.01,6,0,2018-05-09 06:00:00
128.291667,128.333333,9999.9,0.999,9999.9,0.999,128,2018-05-09,0.29166699999999,420.010479999985,7,0,2018-05-09 07:00:00
128.333333,128.375,9999.9,0.999,9999.9,0.999,128,2018-05-09,0.33333300000001,480.009520000015,8,0,2018-05-09 08:00:00
128.375,128.416667,9999.9,0.999,9999.9,0.999,128,2018-05-09,0.375,540.01,9,0,2018-05-09 09:00:00
128.416667,128.458333,9999.9,0.999,9999.9,0.999,128,2018-05-09,0.41666699999999,600.010479999985,10,0,2018-05-09 10:00:00
