"start_time","end_time","o3","flag_o3","o3std","flag_o3std","jd","day","time.dec","time","hour","min","date"
43.875,43.916667,40.9,0,0.6,0,43,2018-02-13,0.875,1260.01,21,0,2018-02-13 21:00:00
43.916667,43.958333,39.7,0,0.4,0,43,2018-02-13,0.916666999999997,1320.01048,22,0,2018-02-13 22:00:00
43.958333,44,39.8,0,0.4,0,43,2018-02-13,0.958333000000003,1380.00952,23,0,2018-02-13 23:00:00
44,44.041667,40.6,0,0.4,0,44,2018-02-14,0,0.01,0,0,2018-02-14 00:00:00
44.041667,44.083333,40.7,0,0.3,0,44,2018-02-14,0.0416669999999968,60.0104799999954,1,0,2018-02-14 01:00:00
44.083333,44.125,41.1,0,4.1,0,44,2018-02-14,0.0833330000000032,120.009520000005,2,0,2018-02-14 02:00:00
44.125,44.166667,43.3,0,1.7,0,44,2018-02-14,0.125,180.01,3,0,2018-02-14 03:00:00
44.166667,44.208333,47.2,0,1.3,0,44,2018-02-14,0.166666999999997,240.010479999995,4,0,2018-02-14 04:00:00
44.208333,44.25,48.1,0,0.6,0,44,2018-02-14,0.208333000000003,300.009520000005,5,0,2018-02-14 05:00:00
44.25,44.291667,47.8,0,0.6,0,44,2018-02-14,0.25,360.01,6,0,2018-02-14 06:00:00
44.291667,44.333333,47.9,0,0.4,0,44,2018-02-14,0.291666999999997,420.010479999995,7,0,2018-02-14 07:00:00
44.333333,44.375,48,0,0.4,0,44,2018-02-14,0.333333000000003,480.009520000005,8,0,2018-02-14 08:00:00
44.375,44.416667,47.9,0,0.6,0,44,2018-02-14,0.375,540.01,9,0,2018-02-14 09:00:00
44.416667,44.458333,47.7,0,0.5,0,44,2018-02-14,0.416666999999997,600.010479999995,10,0,2018-02-14 10:00:00
44.458333,44.5,47.8,0,0.5,0,44,2018-02-14,0.458333000000003,660.009520000005,11,0,2018-02-14 11:00:00
44.5,44.541667,48,0,0.4,0,44,2018-02-14,0.5,720.01,12,0,2018-02-14 12:00:00
44.541667,44.583333,48,0,0.4,0,44,2018-02-14,0.541666999999997,780.010479999995,13,0,2018-02-14 13:00:00
44.583333,44.625,47.8,0,0.4,0,44,2018-02-14,0.583333000000003,840.009520000005,14,0,2018-02-14 14:00:00
44.625,44.666667,47.1,0,0.4,0,44,2018-02-14,0.625,900.01,15,0,2018-02-14 15:00:00
44.666667,44.708333,46.9,0,0.3,0,44,2018-02-14,0.666666999999997,960.010479999995,16,0,2018-02-14 16:00:00
44.708333,44.75,46.7,0,0.4,0,44,2018-02-14,0.708333000000003,1020.00952,17,0,2018-02-14 17:00:00
44.75,44.791667,47.5,0,0.5,0,44,2018-02-14,0.75,1080.01,18,0,2018-02-14 18:00:00
44.791667,44.833333,47.5,0,0.4,0,44,2018-02-14,0.791666999999997,1140.01048,19,0,2018-02-14 19:00:00
44.833333,44.875,47.3,0,0.8,0,44,2018-02-14,0.833333000000003,1200.00952,20,0,2018-02-14 20:00:00
44.875,44.916667,47.2,0,0.6,0,44,2018-02-14,0.875,1260.01,21,0,2018-02-14 21:00:00
44.916667,44.958333,47.6,0,0.3,0,44,2018-02-14,0.916666999999997,1320.01048,22,0,2018-02-14 22:00:00
44.958333,45,47.5,0,0.4,0,44,2018-02-14,0.958333000000003,1380.00952,23,0,2018-02-14 23:00:00
45,45.041667,47.2,0,0.5,0,45,2018-02-15,0,0.01,0,0,2018-02-15 00:00:00
45.041667,45.083333,46.8,0,0.4,0,45,2018-02-15,0.0416669999999968,60.0104799999954,1,0,2018-02-15 01:00:00
45.083333,45.125,47.1,0,0.3,0,45,2018-02-15,0.0833330000000032,120.009520000005,2,0,2018-02-15 02:00:00
45.125,45.166667,49.1,0,4,0,45,2018-02-15,0.125,180.01,3,0,2018-02-15 03:00:00
45.166667,45.208333,49.8,0,0.5,0,45,2018-02-15,0.166666999999997,240.010479999995,4,0,2018-02-15 04:00:00
45.208333,45.25,50.5,0,0.3,0,45,2018-02-15,0.208333000000003,300.009520000005,5,0,2018-02-15 05:00:00
45.25,45.291667,50.6,0,0.4,0,45,2018-02-15,0.25,360.01,6,0,2018-02-15 06:00:00
45.291667,45.333333,51.6,0,0.5,0,45,2018-02-15,0.291666999999997,420.010479999995,7,0,2018-02-15 07:00:00
45.333333,45.375,52.3,0,0.5,0,45,2018-02-15,0.333333000000003,480.009520000005,8,0,2018-02-15 08:00:00
45.375,45.416667,51.5,0,0.5,0,45,2018-02-15,0.375,540.01,9,0,2018-02-15 09:00:00
45.416667,45.458333,50,0,0.5,0,45,2018-02-15,0.416666999999997,600.010479999995,10,0,2018-02-15 10:00:00
45.458333,45.5,49,0,0.5,0,45,2018-02-15,0.458333000000003,660.009520000005,11,0,2018-02-15 11:00:00
45.5,45.541667,48.3,0,0.6,0,45,2018-02-15,0.5,720.01,12,0,2018-02-15 12:00:00
45.541667,45.583333,46.1,0,1,0,45,2018-02-15,0.541666999999997,780.010479999995,13,0,2018-02-15 13:00:00
45.583333,45.625,43.1,0,1.2,0,45,2018-02-15,0.583333000000003,840.009520000005,14,0,2018-02-15 14:00:00
45.625,45.666667,41.4,0,0.4,0,45,2018-02-15,0.625,900.01,15,0,2018-02-15 15:00:00
45.666667,45.708333,40.4,0,0.2,0,45,2018-02-15,0.666666999999997,960.010479999995,16,0,2018-02-15 16:00:00
45.708333,45.75,40,0,0.3,0,45,2018-02-15,0.708333000000003,1020.00952,17,0,2018-02-15 17:00:00
45.75,45.791667,39.4,0,0.2,0,45,2018-02-15,0.75,1080.01,18,0,2018-02-15 18:00:00
45.791667,45.833333,39.1,0,0.2,0,45,2018-02-15,0.791666999999997,1140.01048,19,0,2018-02-15 19:00:00
45.833333,45.875,38.6,0,0.3,0,45,2018-02-15,0.833333000000003,1200.00952,20,0,2018-02-15 20:00:00
45.875,45.916667,38.5,0,0.2,0,45,2018-02-15,0.875,1260.01,21,0,2018-02-15 21:00:00
45.916667,45.958333,37.9,0,0.5,0,45,2018-02-15,0.916666999999997,1320.01048,22,0,2018-02-15 22:00:00
45.958333,46,36.5,0,0.5,0,45,2018-02-15,0.958333000000003,1380.00952,23,0,2018-02-15 23:00:00
46,46.041667,36,0,0.2,0,46,2018-02-16,0,0.01,0,0,2018-02-16 00:00:00
46.041667,46.083333,35.9,0,0.2,0,46,2018-02-16,0.0416669999999968,60.0104799999954,1,0,2018-02-16 01:00:00
46.083333,46.125,35.7,0,0.2,0,46,2018-02-16,0.0833330000000032,120.009520000005,2,0,2018-02-16 02:00:00
46.125,46.166667,35.8,0,0.2,0,46,2018-02-16,0.125,180.01,3,0,2018-02-16 03:00:00
46.166667,46.208333,35.9,0,3.2,0,46,2018-02-16,0.166666999999997,240.010479999995,4,0,2018-02-16 04:00:00
46.208333,46.25,35.4,0,0.2,0,46,2018-02-16,0.208333000000003,300.009520000005,5,0,2018-02-16 05:00:00
46.25,46.291667,35.8,0,0.3,0,46,2018-02-16,0.25,360.01,6,0,2018-02-16 06:00:00
46.291667,46.333333,36.1,0,0.3,0,46,2018-02-16,0.291666999999997,420.010479999995,7,0,2018-02-16 07:00:00
46.333333,46.375,36.3,0,0.4,0,46,2018-02-16,0.333333000000003,480.009520000005,8,0,2018-02-16 08:00:00
46.375,46.416667,36.2,0,0.5,0,46,2018-02-16,0.375,540.01,9,0,2018-02-16 09:00:00
46.416667,46.458333,36.5,0,0.8,0,46,2018-02-16,0.416666999999997,600.010479999995,10,0,2018-02-16 10:00:00
46.458333,46.5,37.9,0,0.3,0,46,2018-02-16,0.458333000000003,660.009520000005,11,0,2018-02-16 11:00:00
46.5,46.541667,37.1,0,0.5,0,46,2018-02-16,0.5,720.01,12,0,2018-02-16 12:00:00
46.541667,46.583333,36.9,0,0.5,0,46,2018-02-16,0.541666999999997,780.010479999995,13,0,2018-02-16 13:00:00
46.583333,46.625,37,0,0.4,0,46,2018-02-16,0.583333000000003,840.009520000005,14,0,2018-02-16 14:00:00
46.625,46.666667,37.8,0,0.6,0,46,2018-02-16,0.625,900.01,15,0,2018-02-16 15:00:00
46.666667,46.708333,38.7,0,0.4,0,46,2018-02-16,0.666666999999997,960.010479999995,16,0,2018-02-16 16:00:00
46.708333,46.75,37.9,0,0.8,0,46,2018-02-16,0.708333000000003,1020.00952,17,0,2018-02-16 17:00:00
46.75,46.791667,37.3,0,0.5,0,46,2018-02-16,0.75,1080.01,18,0,2018-02-16 18:00:00
46.791667,46.833333,36.9,0,0.5,0,46,2018-02-16,0.791666999999997,1140.01048,19,0,2018-02-16 19:00:00
46.833333,46.875,37.1,0,0.3,0,46,2018-02-16,0.833333000000003,1200.00952,20,0,2018-02-16 20:00:00
46.875,46.916667,36.6,0,0.3,0,46,2018-02-16,0.875,1260.01,21,0,2018-02-16 21:00:00
46.916667,46.958333,36.2,0,0.5,0,46,2018-02-16,0.916666999999997,1320.01048,22,0,2018-02-16 22:00:00
46.958333,47,35.9,0,1.3,0,46,2018-02-16,0.958333000000003,1380.00952,23,0,2018-02-16 23:00:00
47,47.041667,36.7,0,1.6,0,47,2018-02-17,0,0.01,0,0,2018-02-17 00:00:00
47.041667,47.083333,36.8,0,1.5,0,47,2018-02-17,0.0416669999999968,60.0104799999954,1,0,2018-02-17 01:00:00
47.083333,47.125,39,0,0.8,0,47,2018-02-17,0.0833330000000032,120.009520000005,2,0,2018-02-17 02:00:00
47.125,47.166667,39.5,0,0.4,0,47,2018-02-17,0.125,180.01,3,0,2018-02-17 03:00:00
47.166667,47.208333,38.2,0,0.8,0,47,2018-02-17,0.166666999999997,240.010479999995,4,0,2018-02-17 04:00:00
47.208333,47.25,39.3,0,3.9,0,47,2018-02-17,0.208333000000003,300.009520000005,5,0,2018-02-17 05:00:00
47.25,47.291667,38.1,0,0.8,0,47,2018-02-17,0.25,360.01,6,0,2018-02-17 06:00:00
47.291667,47.333333,38.4,0,1.4,0,47,2018-02-17,0.291666999999997,420.010479999995,7,0,2018-02-17 07:00:00
47.333333,47.375,39.3,0,0.9,0,47,2018-02-17,0.333333000000003,480.009520000005,8,0,2018-02-17 08:00:00
47.375,47.416667,36.8,0,1.4,0,47,2018-02-17,0.375,540.01,9,0,2018-02-17 09:00:00
47.416667,47.458333,38,0,0.6,0,47,2018-02-17,0.416666999999997,600.010479999995,10,0,2018-02-17 10:00:00
47.458333,47.5,37.5,0,0.6,0,47,2018-02-17,0.458333000000003,660.009520000005,11,0,2018-02-17 11:00:00
47.5,47.541667,36.7,0,0.3,0,47,2018-02-17,0.5,720.01,12,0,2018-02-17 12:00:00
47.541667,47.583333,37.3,0,0.5,0,47,2018-02-17,0.541666999999997,780.010479999995,13,0,2018-02-17 13:00:00
47.583333,47.625,37.3,0,0.6,0,47,2018-02-17,0.583333000000003,840.009520000005,14,0,2018-02-17 14:00:00
47.625,47.666667,37.5,0,0.3,0,47,2018-02-17,0.625,900.01,15,0,2018-02-17 15:00:00
47.666667,47.708333,37.8,0,0.6,0,47,2018-02-17,0.666666999999997,960.010479999995,16,0,2018-02-17 16:00:00
47.708333,47.75,37.2,0,0.4,0,47,2018-02-17,0.708333000000003,1020.00952,17,0,2018-02-17 17:00:00
47.75,47.791667,36.9,0,0.5,0,47,2018-02-17,0.75,1080.01,18,0,2018-02-17 18:00:00
47.791667,47.833333,36,0,0.6,0,47,2018-02-17,0.791666999999997,1140.01048,19,0,2018-02-17 19:00:00
47.833333,47.875,35.7,0,0.3,0,47,2018-02-17,0.833333000000003,1200.00952,20,0,2018-02-17 20:00:00
47.875,47.916667,35.7,0,0.3,0,47,2018-02-17,0.875,1260.01,21,0,2018-02-17 21:00:00
47.916667,47.958333,35.4,0,0.2,0,47,2018-02-17,0.916666999999997,1320.01048,22,0,2018-02-17 22:00:00
47.958333,48,35.7,0,0.8,0,47,2018-02-17,0.958333000000003,1380.00952,23,0,2018-02-17 23:00:00
48,48.041667,36.9,0,1.1,0,48,2018-02-18,0,0.01,0,0,2018-02-18 00:00:00
48.041667,48.083333,39.5,0,0.5,0,48,2018-02-18,0.0416669999999968,60.0104799999954,1,0,2018-02-18 01:00:00
48.083333,48.125,36.5,0,0.9,0,48,2018-02-18,0.0833330000000032,120.009520000005,2,0,2018-02-18 02:00:00
48.125,48.166667,34.3,0,0.5,0,48,2018-02-18,0.125,180.01,3,0,2018-02-18 03:00:00
48.166667,48.208333,35.7,0,0.7,0,48,2018-02-18,0.166666999999997,240.010479999995,4,0,2018-02-18 04:00:00
48.208333,48.25,35.2,0,1.3,0,48,2018-02-18,0.208333000000003,300.009520000005,5,0,2018-02-18 05:00:00
48.25,48.291667,33.3,0,4.6,0,48,2018-02-18,0.25,360.01,6,0,2018-02-18 06:00:00
48.291667,48.333333,34.3,0,0.4,0,48,2018-02-18,0.291666999999997,420.010479999995,7,0,2018-02-18 07:00:00
48.333333,48.375,32.4,0,0.7,0,48,2018-02-18,0.333333000000003,480.009520000005,8,0,2018-02-18 08:00:00
48.375,48.416667,30.8,0,0.5,0,48,2018-02-18,0.375,540.01,9,0,2018-02-18 09:00:00
48.416667,48.458333,29.8,0,0.8,0,48,2018-02-18,0.416666999999997,600.010479999995,10,0,2018-02-18 10:00:00
48.458333,48.5,29.7,0,0.3,0,48,2018-02-18,0.458333000000003,660.009520000005,11,0,2018-02-18 11:00:00
48.5,48.541667,29.9,0,0.4,0,48,2018-02-18,0.5,720.01,12,0,2018-02-18 12:00:00
48.541667,48.583333,30.8,0,0.6,0,48,2018-02-18,0.541666999999997,780.010479999995,13,0,2018-02-18 13:00:00
48.583333,48.625,32.1,0,0.6,0,48,2018-02-18,0.583333000000003,840.009520000005,14,0,2018-02-18 14:00:00
48.625,48.666667,32.3,0,0.4,0,48,2018-02-18,0.625,900.01,15,0,2018-02-18 15:00:00
48.666667,48.708333,33.7,0,0.7,0,48,2018-02-18,0.666666999999997,960.010479999995,16,0,2018-02-18 16:00:00
48.708333,48.75,35.2,0,0.6,0,48,2018-02-18,0.708333000000003,1020.00952,17,0,2018-02-18 17:00:00
48.75,48.791667,35.6,0,1.5,0,48,2018-02-18,0.75,1080.01,18,0,2018-02-18 18:00:00
48.791667,48.833333,36.8,0,1.2,0,48,2018-02-18,0.791666999999997,1140.01048,19,0,2018-02-18 19:00:00
48.833333,48.875,37.9,0,0.8,0,48,2018-02-18,0.833333000000003,1200.00952,20,0,2018-02-18 20:00:00
48.875,48.916667,38.2,0,0.5,0,48,2018-02-18,0.875,1260.01,21,0,2018-02-18 21:00:00
48.916667,48.958333,40.1,0,1.2,0,48,2018-02-18,0.916666999999997,1320.01048,22,0,2018-02-18 22:00:00
48.958333,49,41.6,0,1,0,48,2018-02-18,0.958333000000003,1380.00952,23,0,2018-02-18 23:00:00
49,49.041667,39.4,0,1.1,0,49,2018-02-19,0,0.01,0,0,2018-02-19 00:00:00
49.041667,49.083333,42.5,0,1.1,0,49,2018-02-19,0.0416669999999968,60.0104799999954,1,0,2018-02-19 01:00:00
49.083333,49.125,44.8,0,0.5,0,49,2018-02-19,0.0833330000000032,120.009520000005,2,0,2018-02-19 02:00:00
49.125,49.166667,44.4,0,1,0,49,2018-02-19,0.125,180.01,3,0,2018-02-19 03:00:00
49.166667,49.208333,45.7,0,0.5,0,49,2018-02-19,0.166666999999997,240.010479999995,4,0,2018-02-19 04:00:00
49.208333,49.25,46.7,0,0.5,0,49,2018-02-19,0.208333000000003,300.009520000005,5,0,2018-02-19 05:00:00
49.25,49.291667,46.9,0,0.3,0,49,2018-02-19,0.25,360.01,6,0,2018-02-19 06:00:00
49.291667,49.333333,45,0,3.5,0,49,2018-02-19,0.291666999999997,420.010479999995,7,0,2018-02-19 07:00:00
49.333333,49.375,40.6,0,2.5,0,49,2018-02-19,0.333333000000003,480.009520000005,8,0,2018-02-19 08:00:00
49.375,49.416667,37.8,0,1.3,0,49,2018-02-19,0.375,540.01,9,0,2018-02-19 09:00:00
49.416667,49.458333,37.5,0,1.2,0,49,2018-02-19,0.416666999999997,600.010479999995,10,0,2018-02-19 10:00:00
49.458333,49.5,38.6,0,0.7,0,49,2018-02-19,0.458333000000003,660.009520000005,11,0,2018-02-19 11:00:00
49.5,49.541667,38.7,0,0.5,0,49,2018-02-19,0.5,720.01,12,0,2018-02-19 12:00:00
49.541667,49.583333,37.8,0,1.2,0,49,2018-02-19,0.541666999999997,780.010479999995,13,0,2018-02-19 13:00:00
49.583333,49.625,37.4,0,3.3,0,49,2018-02-19,0.583333000000003,840.009520000005,14,0,2018-02-19 14:00:00
49.625,49.666667,37.2,0,1.2,0,49,2018-02-19,0.625,900.01,15,0,2018-02-19 15:00:00
49.666667,49.708333,36,0,2.4,0,49,2018-02-19,0.666666999999997,960.010479999995,16,0,2018-02-19 16:00:00
49.708333,49.75,40.9,0,3.2,0,49,2018-02-19,0.708333000000003,1020.00952,17,0,2018-02-19 17:00:00
49.75,49.791667,44.5,0,0.8,0,49,2018-02-19,0.75,1080.01,18,0,2018-02-19 18:00:00
49.791667,49.833333,44.1,0,0.7,0,49,2018-02-19,0.791666999999997,1140.01048,19,0,2018-02-19 19:00:00
49.833333,49.875,42,0,0.9,0,49,2018-02-19,0.833333000000003,1200.00952,20,0,2018-02-19 20:00:00
49.875,49.916667,40.8,0,1.1,0,49,2018-02-19,0.875,1260.01,21,0,2018-02-19 21:00:00
49.916667,49.958333,40.6,0,1.1,0,49,2018-02-19,0.916666999999997,1320.01048,22,0,2018-02-19 22:00:00
49.958333,50,41.5,0,1.3,0,49,2018-02-19,0.958333000000003,1380.00952,23,0,2018-02-19 23:00:00
50,50.041667,43.9,0,1.7,0,50,2018-02-20,0,0.01,0,0,2018-02-20 00:00:00
50.041667,50.083333,40.6,0,3.5,0,50,2018-02-20,0.0416669999999968,60.0104799999954,1,0,2018-02-20 01:00:00
50.083333,50.125,40.7,0,1.7,0,50,2018-02-20,0.0833330000000032,120.009520000005,2,0,2018-02-20 02:00:00
50.125,50.166667,43.4,0,3.2,0,50,2018-02-20,0.125,180.01,3,0,2018-02-20 03:00:00
50.166667,50.208333,40.7,0,4.6,0,50,2018-02-20,0.166666999999997,240.010479999995,4,0,2018-02-20 04:00:00
50.208333,50.25,46.2,0,0.9,0,50,2018-02-20,0.208333000000003,300.009520000005,5,0,2018-02-20 05:00:00
50.25,50.291667,41.8,0,4.6,0,50,2018-02-20,0.25,360.01,6,0,2018-02-20 06:00:00
50.291667,50.333333,40,0,1.1,0,50,2018-02-20,0.291666999999997,420.010479999995,7,0,2018-02-20 07:00:00
50.333333,50.375,44.5,0,3.5,0,50,2018-02-20,0.333333000000003,480.009520000005,8,0,2018-02-20 08:00:00
50.375,50.416667,42.7,0,0.6,0,50,2018-02-20,0.375,540.01,9,0,2018-02-20 09:00:00
50.416667,50.458333,43,0,0.3,0,50,2018-02-20,0.416666999999997,600.010479999995,10,0,2018-02-20 10:00:00
50.458333,50.5,41.8,0,1.1,0,50,2018-02-20,0.458333000000003,660.009520000005,11,0,2018-02-20 11:00:00
50.5,50.541667,40.3,0,0.8,0,50,2018-02-20,0.5,720.01,12,0,2018-02-20 12:00:00
50.541667,50.583333,40.8,0,0.5,0,50,2018-02-20,0.541666999999997,780.010479999995,13,0,2018-02-20 13:00:00
50.583333,50.625,38.3,0,1.5,0,50,2018-02-20,0.583333000000003,840.009520000005,14,0,2018-02-20 14:00:00
50.625,50.666667,39.3,0,1,0,50,2018-02-20,0.625,900.01,15,0,2018-02-20 15:00:00
50.666667,50.708333,40.1,0,0.8,0,50,2018-02-20,0.666666999999997,960.010479999995,16,0,2018-02-20 16:00:00
50.708333,50.75,39.3,0,0.7,0,50,2018-02-20,0.708333000000003,1020.00952,17,0,2018-02-20 17:00:00
50.75,50.791667,37.9,0,0.5,0,50,2018-02-20,0.75,1080.01,18,0,2018-02-20 18:00:00
50.791667,50.833333,37,0,0.4,0,50,2018-02-20,0.791666999999997,1140.01048,19,0,2018-02-20 19:00:00
50.833333,50.875,36.6,0,0.4,0,50,2018-02-20,0.833333000000003,1200.00952,20,0,2018-02-20 20:00:00
50.875,50.916667,38.2,0,1.8,0,50,2018-02-20,0.875,1260.01,21,0,2018-02-20 21:00:00
50.916667,50.958333,39.8,0,0.3,0,50,2018-02-20,0.916666999999997,1320.01048,22,0,2018-02-20 22:00:00
50.958333,51,39.1,0,0.2,0,50,2018-02-20,0.958333000000003,1380.00952,23,0,2018-02-20 23:00:00
51,51.041667,39.4,0,0.2,0,51,2018-02-21,0,0.01,0,0,2018-02-21 00:00:00
51.041667,51.083333,39.7,0,0.2,0,51,2018-02-21,0.0416669999999968,60.0104799999954,1,0,2018-02-21 01:00:00
51.083333,51.125,39.8,0,0.3,0,51,2018-02-21,0.0833330000000032,120.009520000005,2,0,2018-02-21 02:00:00
51.125,51.166667,40,0,0.2,0,51,2018-02-21,0.125,180.01,3,0,2018-02-21 03:00:00
51.166667,51.208333,40.2,0,0.2,0,51,2018-02-21,0.166666999999997,240.010479999995,4,0,2018-02-21 04:00:00
51.208333,51.25,41.3,0.39,5.4,0.39,51,2018-02-21,0.208333000000003,300.009520000005,5,0,2018-02-21 05:00:00
51.25,51.291667,40.5,0,0.3,0,51,2018-02-21,0.25,360.01,6,0,2018-02-21 06:00:00
51.291667,51.333333,40.9,0,0.3,0,51,2018-02-21,0.291666999999997,420.010479999995,7,0,2018-02-21 07:00:00
51.333333,51.375,41.6,0,0.6,0,51,2018-02-21,0.333333000000003,480.009520000005,8,0,2018-02-21 08:00:00
51.375,51.416667,43,0,0.6,0,51,2018-02-21,0.375,540.01,9,0,2018-02-21 09:00:00
51.416667,51.458333,44.4,0,0.4,0,51,2018-02-21,0.416666999999997,600.010479999995,10,0,2018-02-21 10:00:00
51.458333,51.5,45.3,0.39,0.3,0.39,51,2018-02-21,0.458333000000003,660.009520000005,11,0,2018-02-21 11:00:00
51.5,51.541667,46.8,0,2.8,0,51,2018-02-21,0.5,720.01,12,0,2018-02-21 12:00:00
51.541667,51.583333,47.1,0,0.4,0,51,2018-02-21,0.541666999999997,780.010479999995,13,0,2018-02-21 13:00:00
51.583333,51.625,47.6,0,0.2,0,51,2018-02-21,0.583333000000003,840.009520000005,14,0,2018-02-21 14:00:00
51.625,51.666667,47.5,0,0.4,0,51,2018-02-21,0.625,900.01,15,0,2018-02-21 15:00:00
51.666667,51.708333,46.9,0,1,0,51,2018-02-21,0.666666999999997,960.010479999995,16,0,2018-02-21 16:00:00
51.708333,51.75,46.9,0,0.8,0,51,2018-02-21,0.708333000000003,1020.00952,17,0,2018-02-21 17:00:00
51.75,51.791667,47.1,0,0.6,0,51,2018-02-21,0.75,1080.01,18,0,2018-02-21 18:00:00
51.791667,51.833333,47.1,0,0.3,0,51,2018-02-21,0.791666999999997,1140.01048,19,0,2018-02-21 19:00:00
51.833333,51.875,46.3,0,0.3,0,51,2018-02-21,0.833333000000003,1200.00952,20,0,2018-02-21 20:00:00
51.875,51.916667,45.4,0,0.3,0,51,2018-02-21,0.875,1260.01,21,0,2018-02-21 21:00:00
51.916667,51.958333,43.9,0,0.5,0,51,2018-02-21,0.916666999999997,1320.01048,22,0,2018-02-21 22:00:00
51.958333,52,42.6,0,0.7,0,51,2018-02-21,0.958333000000003,1380.00952,23,0,2018-02-21 23:00:00
52,52.041667,41.2,0,0.5,0,52,2018-02-22,0,0.01,0,0,2018-02-22 00:00:00
52.041667,52.083333,40.6,0,0.2,0,52,2018-02-22,0.0416669999999968,60.0104799999954,1,0,2018-02-22 01:00:00
52.083333,52.125,40.3,0,0.2,0,52,2018-02-22,0.0833330000000032,120.009520000005,2,0,2018-02-22 02:00:00
52.125,52.166667,39.9,0,0.2,0,52,2018-02-22,0.125,180.01,3,0,2018-02-22 03:00:00
52.166667,52.208333,39.5,0,0.2,0,52,2018-02-22,0.166666999999997,240.010479999995,4,0,2018-02-22 04:00:00
52.208333,52.25,39.4,0,0.2,0,52,2018-02-22,0.208333000000003,300.009520000005,5,0,2018-02-22 05:00:00
52.25,52.291667,39.3,0,0.2,0,52,2018-02-22,0.25,360.01,6,0,2018-02-22 06:00:00
52.291667,52.333333,39.7,0,0.3,0,52,2018-02-22,0.291666999999997,420.010479999995,7,0,2018-02-22 07:00:00
52.333333,52.375,40.8,0,0.4,0,52,2018-02-22,0.333333000000003,480.009520000005,8,0,2018-02-22 08:00:00
52.375,52.416667,41.1,0,0.3,0,52,2018-02-22,0.375,540.01,9,0,2018-02-22 09:00:00
52.416667,52.458333,41.3,0,0.3,0,52,2018-02-22,0.416666999999997,600.010479999995,10,0,2018-02-22 10:00:00
52.458333,52.5,41.1,0,0.5,0,52,2018-02-22,0.458333000000003,660.009520000005,11,0,2018-02-22 11:00:00
52.5,52.541667,39.7,0,0.3,0,52,2018-02-22,0.5,720.01,12,0,2018-02-22 12:00:00
52.541667,52.583333,39.4,0,3,0,52,2018-02-22,0.541666999999997,780.010479999995,13,0,2018-02-22 13:00:00
52.583333,52.625,39.5,0,0.4,0,52,2018-02-22,0.583333000000003,840.009520000005,14,0,2018-02-22 14:00:00
52.625,52.666667,39.5,0,0.3,0,52,2018-02-22,0.625,900.01,15,0,2018-02-22 15:00:00
52.666667,52.708333,38.1,0,1.1,0,52,2018-02-22,0.666666999999997,960.010479999995,16,0,2018-02-22 16:00:00
52.708333,52.75,37.3,0,0.5,0,52,2018-02-22,0.708333000000003,1020.00952,17,0,2018-02-22 17:00:00
52.75,52.791667,37.2,0,0.5,0,52,2018-02-22,0.75,1080.01,18,0,2018-02-22 18:00:00
52.791667,52.833333,37.3,0,0.4,0,52,2018-02-22,0.791666999999997,1140.01048,19,0,2018-02-22 19:00:00
52.833333,52.875,37.9,0,0.6,0,52,2018-02-22,0.833333000000003,1200.00952,20,0,2018-02-22 20:00:00
52.875,52.916667,37.2,0,1.4,0,52,2018-02-22,0.875,1260.01,21,0,2018-02-22 21:00:00
52.916667,52.958333,39.5,0,0.7,0,52,2018-02-22,0.916666999999997,1320.01048,22,0,2018-02-22 22:00:00
52.958333,53,41.8,0,1.1,0,52,2018-02-22,0.958333000000003,1380.00952,23,0,2018-02-22 23:00:00
53,53.041667,43.1,0,0.3,0,53,2018-02-23,0,0.01,0,0,2018-02-23 00:00:00
53.041667,53.083333,42.5,0,0.8,0,53,2018-02-23,0.0416669999999968,60.0104799999954,1,0,2018-02-23 01:00:00
53.083333,53.125,43,0,0.8,0,53,2018-02-23,0.0833330000000032,120.009520000005,2,0,2018-02-23 02:00:00
53.125,53.166667,43.4,0,0.4,0,53,2018-02-23,0.125,180.01,3,0,2018-02-23 03:00:00
53.166667,53.208333,43.5,0,0.4,0,53,2018-02-23,0.166666999999997,240.010479999995,4,0,2018-02-23 04:00:00
53.208333,53.25,43.6,0,0.5,0,53,2018-02-23,0.208333000000003,300.009520000005,5,0,2018-02-23 05:00:00
53.25,53.291667,42.3,0,0.8,0,53,2018-02-23,0.25,360.01,6,0,2018-02-23 06:00:00
53.291667,53.333333,42.7,0,0.5,0,53,2018-02-23,0.291666999999997,420.010479999995,7,0,2018-02-23 07:00:00
53.333333,53.375,42.9,0,0.5,0,53,2018-02-23,0.333333000000003,480.009520000005,8,0,2018-02-23 08:00:00
53.375,53.416667,42.9,0,0.4,0,53,2018-02-23,0.375,540.01,9,0,2018-02-23 09:00:00
53.416667,53.458333,43.4,0,0.6,0,53,2018-02-23,0.416666999999997,600.010479999995,10,0,2018-02-23 10:00:00
53.458333,53.5,43.2,0,0.4,0,53,2018-02-23,0.458333000000003,660.009520000005,11,0,2018-02-23 11:00:00
53.5,53.541667,43.3,0,0.5,0,53,2018-02-23,0.5,720.01,12,0,2018-02-23 12:00:00
53.541667,53.583333,43.6,0,0.8,0,53,2018-02-23,0.541666999999997,780.010479999995,13,0,2018-02-23 13:00:00
53.583333,53.625,44.7,0,3.1,0,53,2018-02-23,0.583333000000003,840.009520000005,14,0,2018-02-23 14:00:00
